"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"42778517","宏濂科技股份有限公司","新竹縣竹北市中興里6鄰嘉豐十路7巷11號1樓","10000000","1050303","新竹縣竹北市中興里００６鄰嘉豐十路７巷１１號１樓","269999,,,","02-AUG-20","","","","",""
"42778538","大統印數位印刷有限公司","宜蘭縣冬山鄉永美村永興路一段134號1樓","0","1050303","宜蘭縣冬山鄉永美村永興路１段１３６號及１３４號１樓","160100,160213,,","02-AUG-20","","","","",""
"42778832","正昌新視界股份有限公司","新竹縣竹北市斗崙里光明九路10之1號2樓","7140000","1050304","新竹縣竹北市斗崙里光明九路１０─１號２樓","702099,269999,464211,","02-AUG-20","","","","",""
"42779092","嘉新礦業股份有限公司","宜蘭縣冬山鄉群英村富英路81號1樓","10000000","1050304","宜蘭縣冬山鄉富英路８１號１樓","060099,234012,,","02-AUG-20","","","","",""
"42779136","勁馹工程有限公司","新竹市北區文雅里竹光路78巷7弄12號3樓","0","1050304","新竹市北　區文雅里竹光路７８巷７弄１２號３樓","433212,,,","02-AUG-20","","","","",""
"42779179","立拓國際股份有限公司","新竹縣竹北市文化街94號6樓","5000000","1050304","新竹縣竹北市文化街９４號６樓","464917,,,","02-AUG-20","","","","",""
"42779403","悅威電子維修有限公司","基隆市中山區中和路168巷5弄3號1樓","null","1050307","基隆市中山區和慶里中和路１６８巷５弄３號１樓","340099,464111,952100,","02-AUG-20","","","","",""
"42780014","池商有限公司","宜蘭縣五結鄉四結村文昌路5巷10號一樓","0","1050308","宜蘭縣五結鄉四結村文昌路５巷１０號１樓","454921,454311,,","02-AUG-20","","","","",""
"42780099","雲騰國際有限公司","基隆市中正區八斗街65-2號3樓","0","1050308","基隆市中正區八斗里八斗街６５－２號３樓","464299,454999,457299,340099","02-AUG-20","","","","",""
"42780160","日岐生物科技股份有限公司","新竹縣竹北市竹仁里中正東路207號2樓","1000000","1050309","新竹縣竹北市竹仁里中正東路２０７號２樓","454999,472999,,","02-AUG-20","","","","",""
"42780318","博盛科技股份有限公司","新竹縣關西鎮西安里10鄰北平路128號","500000","1050309","新竹縣關西鎮西安里１０鄰北平路１２８號","464111,,,","02-AUG-20","","","","",""
"42780794","初影生物科技股份有限公司","新竹縣竹北市復興二路229號2樓之6","1000000","1050310","新竹縣竹北市復興二路２２９號２樓之６","292800,,,","02-AUG-20","","","","",""
"42781175","嵩霖興業有限公司","苗栗縣苑裡鎮苑北里育才街12巷8之2號","0","1050311","苗栗縣苑裡鎮苑北里育才街１２巷８－２號","254411,252100,313200,429099","02-AUG-20","","","","",""
"42781386","永芯生技股份有限公司","新竹市東區自由路73號1樓","70000000","1050311","新竹市東　區復興里自由路７３號１樓","457299,475299,,","02-AUG-20","","","","",""
"42781554","昇方有限公司","新竹市公道五路三段660-1號","0","1050314","新竹市東　區前溪里公道五路三段６６０－１號","454111,454211,454212,454399","02-AUG-20","","","","",""
"42781674","樂能科技股份有限公司","新竹縣竹北市科大一路45號5樓","10000000","1050314","新竹縣竹北市科大一路４５號５樓","281099,711299,,","02-AUG-20","","","","",""
"42781816","潔絲文精密化學股份有限公司","新竹市東區竹蓮里南大路332巷9號1樓","20000000","1050314","新竹市東　區竹蓮里４鄰南大路３３２巷９號１樓","464920,464299,,","02-AUG-20","","","","",""
"42781941","曜禾有限公司","新竹縣新豐鄉員山村33鄰員山132之211號1樓","0","1050315","新竹縣新豐鄉員山村０３３鄰員山１３２－２１１號１樓","464999,,,","02-AUG-20","","","","",""
